URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,TLD_freq
30,23,0,100.0,1.0,0.5229071,0.059234952,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.058624552,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
23,16,0,100.0,1.0,0.012178,0.06603375,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.008062653447051678
49,40,0,30.3902439,0.857142857,0.0017656,0.056476086,4,1,0,0,0.0,38,0.776,0,0.0,0,0,0,3,0.061,1,0.0063046955867130895
44,22,0,46.70716235,1.0,0.0384199,0.05312747,3,0,0,0,0.0,31,0.705,1,0.023,0,0,0,4,0.091,1,0.03032584240827395
53,23,0,41.59679376,0.8125,0.000138,0.05393042,2,2,0,0,0.0,36,0.679,0,0.0,0,0,0,6,0.113,0,0.00023952710505829918
24,17,0,100.0,1.0,0.0799628,0.066966867,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.07914659914283514
42,19,0,35.14739229,0.6,0.5229071,0.055854053,3,0,0,0,0.0,30,0.714,0,0.0,0,0,0,5,0.119,0,0.4765905027502844
27,20,0,100.0,0.75,0.5229071,0.06070724,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.4765905027502844
40,15,0,35.54095644,0.818181818,0.5229071,0.044899678,3,1,0,0,0.0,26,0.65,2,0.05,0,0,0,5,0.125,0,0.4765905027502844
22,15,0,100.0,1.0,8.21e-05,0.061914305,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.00010265447359641394
27,16,0,64.59833795,1.0,0.5229071,0.039383051,3,0,0,0,0.0,13,0.481,4,0.148,0,0,0,2,0.074,1,0.4765905027502844
44,34,0,62.01047912,0.576923077,0.0002752,0.053476799,3,4,0,0,0.0,27,0.614,0,0.0,0,0,0,5,0.114,1,0.009918988511253496
25,18,0,100.0,1.0,0.0003109,0.05503763,6,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,6.843631573094262e-05
34,16,0,43.21718168,1.0,0.5229071,0.063317684,3,0,0,0,0.0,20,0.588,0,0.0,0,0,0,6,0.176,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.066061541,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
27,20,0,100.0,0.538461538,0.0045585,0.050495681,2,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,0.004734937594634593
92,19,0,23.03087902,0.733333333,0.5229071,0.03601063,3,0,0,0,0.0,66,0.717,14,0.152,0,0,0,4,0.043,1,0.4765905027502844
38,29,0,38.92984542,0.88,0.001502,0.055267055,3,1,0,0,0.0,27,0.711,0,0.0,0,0,0,3,0.079,1,0.02636936790507883
23,16,0,100.0,0.777777778,0.0040185,0.049602114,2,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.0030069206224282914
36,13,0,35.64011098,1.0,0.5229071,0.050604691,3,0,0,0,0.0,21,0.583,6,0.167,0,0,0,2,0.056,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.064298153,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
25,18,0,100.0,0.727272727,0.0017218,0.053933353,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.0021172485179260375
26,19,0,100.0,1.0,0.5229071,0.060728345,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
26,20,0,60.84558824,0.923076923,0.0180132,0.014925626,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,0.016292120413697528
38,31,0,37.27219283,0.347826087,0.0002752,0.054359498,3,3,0,0,0.0,22,0.579,0,0.0,0,0,0,4,0.105,1,0.009918988511253496
88,15,0,19.12615741,0.666666667,0.0129268,0.03505235,2,1,0,0,0.0,68,0.773,8,0.091,0,0,0,4,0.045,1,0.01795597833990607
17,11,0,68.25396825,1.0,0.0384199,0.041011689,3,1,0,0,0.0,3,0.176,2,0.118,0,0,0,1,0.059,0,0.03032584240827395
31,24,0,100.0,0.823529412,0.0100856,0.067886147,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.01270776837728941
19,12,0,100.0,1.0,0.0799628,0.033248439,3,1,0,0,0.0,3,0.158,3,0.158,0,0,0,1,0.053,1,0.07914659914283514
35,26,0,63.90532544,0.590909091,0.5229071,0.043589229,3,1,0,0,0.0,22,0.629,2,0.057,0,0,0,3,0.086,1,0.4765905027502844
15,9,0,68.0,1.0,0.0001777,0.010459733,2,1,0,0,0.0,1,0.067,2,0.133,0,0,0,1,0.067,0,0.0001839225985269083
67,25,0,25.93699129,0.571428571,0.5229071,0.041447879,3,1,0,0,0.0,37,0.552,17,0.254,1,1,0,3,0.075,1,0.4765905027502844
19,11,0,58.40220386,1.0,0.0002752,0.060623703,3,0,0,0,0.0,10,0.526,0,0.0,0,0,0,2,0.105,0,0.009918988511253496
26,19,0,100.0,1.0,0.5229071,0.058495839,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
24,17,0,100.0,0.666666667,0.5229071,0.058286839,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.4765905027502844
34,27,0,100.0,1.0,0.5229071,0.062244012,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
24,17,0,100.0,0.6,0.0056158,0.056866085,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.004187447068787052
23,16,0,100.0,1.0,0.0009613,0.054073586,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.010030197524316279
24,17,0,100.0,1.0,0.5229071,0.065139339,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
20,13,0,100.0,1.0,0.5229071,0.069489744,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.06829379,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
29,22,0,100.0,0.8,0.0100856,0.067942965,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.01270776837728941
27,21,0,69.89889706,1.0,0.5229071,0.055384418,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
33,27,0,58.74955084,0.684210526,0.5229071,0.065502116,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,2,0.061,0,0.4765905027502844
25,18,0,100.0,1.0,0.0036375,0.053899036,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.004298656081849834
27,20,0,100.0,0.692307692,0.0019696,0.057160695,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.0011805264463587604
26,20,0,72.44444444,1.0,0.5229071,0.055514314,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0.4765905027502844
27,21,0,71.66474433,1.0,0.5229071,0.059219531,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
26,19,0,100.0,1.0,0.0082003,0.04631112,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.007382567559475436
71,9,0,25.15925481,1.0,0.5229071,0.055538882,3,0,0,0,0.0,52,0.732,0,0.0,0,0,0,11,0.155,1,0.4765905027502844
82,74,0,11.03871439,0.304347826,0.0003306,0.035494556,4,2,0,0,0.0,59,0.72,12,0.146,0,0,0,4,0.049,0,0.006257645619648066
33,26,0,100.0,1.0,0.5229071,0.054725422,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
21,14,0,100.0,1.0,0.5229071,0.050099746,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
47,39,0,45.33201841,0.628571429,0.5229071,0.04185219,3,1,0,0,0.0,25,0.532,10,0.213,0,0,0,4,0.085,1,0.4765905027502844
27,20,0,100.0,0.846153846,0.028555,0.056852676,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.027271871818780637
22,15,0,100.0,1.0,0.5229071,0.066101797,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.050095892,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
22,16,0,77.88461538,1.0,0.0799628,0.066131413,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.07914659914283514
31,22,0,60.97736256,0.777777778,0.001502,0.052219862,3,1,0,0,0.0,18,0.581,1,0.032,0,0,0,4,0.129,1,0.02636936790507883
25,18,0,100.0,1.0,0.0799628,0.069368138,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.07914659914283514
33,25,0,66.69538462,0.80952381,0.5229071,0.044200024,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,0.4765905027502844
21,14,0,100.0,1.0,0.0326503,0.046674649,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.01704919715647108
23,17,0,35.25641026,0.555555556,1.12e-05,0.018594801,3,1,0,0,0.0,7,0.304,4,0.174,0,0,0,1,0.043,0,0.0004576678614506788
37,5,0,31.49425287,1.0,5.02e-05,0.053388184,2,0,0,0,0.0,27,0.73,0,0.0,0,0,0,2,0.054,1,0.0013986672027511398
29,22,0,40.89112469,0.611111111,0.0799628,0.044046232,3,1,0,0,0.0,20,0.69,0,0.0,0,0,0,2,0.069,0,0.07914659914283514
19,12,0,100.0,1.0,0.5229071,0.074360692,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.4765905027502844
47,41,0,16.39306447,0.294117647,0.0003477,0.015841538,2,1,0,0,0.0,12,0.255,23,0.489,0,0,0,1,0.021,0,0.0015013216763475538
31,22,0,50.66475027,0.368421053,0.0326503,0.055563324,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,5,0.161,1,0.01704919715647108
28,21,0,100.0,1.0,0.5229071,0.06396461,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
32,26,0,68.34351419,0.666666667,0.5229071,0.061787547,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,0.4765905027502844
23,16,0,100.0,1.0,0.0326503,0.053351322,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.01704919715647108
37,28,0,60.94332144,0.541666667,0.5229071,0.056590848,3,1,0,0,0.0,24,0.649,1,0.027,0,0,0,4,0.108,1,0.4765905027502844
22,16,0,74.38016529,1.0,0.5229071,0.066591138,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.4765905027502844
26,19,0,100.0,0.833333333,0.028555,0.068142951,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,0.027271871818780637
31,24,0,100.0,0.882352941,0.0022733,0.065161593,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.0012617945712892547
29,22,0,100.0,1.0,0.5229071,0.05402036,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
52,14,0,22.02871737,0.727272727,0.0180132,0.04381633,2,1,0,0,0.0,31,0.596,7,0.135,0,0,0,7,0.135,0,0.016292120413697528
23,17,0,76.4158918,1.0,0.5229071,0.053537587,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
25,18,0,100.0,0.727272727,0.0018398,0.047318018,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.0021728530244574285
54,47,0,30.60891295,0.227272727,0.0059772,0.02468868,2,2,0,0,0.0,18,0.333,21,0.389,0,0,0,7,0.13,1,0.02319135649332318
40,31,0,60.34079084,0.481481481,0.5229071,0.056506858,3,1,0,0,0.0,27,0.675,1,0.025,0,0,0,4,0.1,1,0.4765905027502844
19,12,0,100.0,1.0,0.0017975,0.053717755,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.001834948715535899
29,22,0,100.0,0.571428571,0.0002984,0.039549498,3,3,0,0,0.0,11,0.379,3,0.103,0,0,0,3,0.103,1,0.0012831809199551742
26,19,0,100.0,1.0,0.5229071,0.062992771,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
30,23,0,100.0,0.6,0.5229071,0.059037578,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,0.4765905027502844
50,41,0,45.72391717,0.405405405,0.5229071,0.052365119,3,1,0,0,0.0,31,0.62,5,0.1,0,0,0,6,0.12,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.06276862,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
42,17,0,35.25961157,0.7,0.0141483,0.051038959,2,1,0,0,0.0,24,0.571,0,0.0,0,0,0,6,0.143,1,0.007942889894522529
19,12,0,100.0,1.0,0.0082003,0.073959019,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.007382567559475436
37,28,0,36.68191414,0.875,0.001502,0.041516444,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,1,0.02636936790507883
23,16,0,100.0,1.0,0.0033189,0.05682609,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.002976979734296004
35,27,0,61.80678033,0.52173913,0.5229071,0.061410596,3,1,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,1,0.4765905027502844
23,16,0,100.0,1.0,0.0799628,0.070517006,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.07914659914283514
32,24,0,45.01388889,0.3,0.001502,0.052510584,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,4,0.125,1,0.02636936790507883
30,5,0,37.01042041,1.0,5.02e-05,0.04330988,2,0,0,0,0.0,14,0.467,4,0.133,0,0,0,4,0.133,1,0.0013986672027511398
24,17,0,100.0,1.0,0.0799628,0.057935548,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.07914659914283514
27,20,0,75.55147059,1.0,0.5229071,0.061502818,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
21,15,0,81.81818182,1.0,0.5229071,0.068273402,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0.4765905027502844
61,40,0,40.82553934,0.432432432,0.0129268,0.058984981,2,1,0,0,0.0,45,0.738,0,0.0,0,0,0,8,0.131,1,0.01795597833990607
20,13,0,100.0,1.0,0.0799628,0.07212084,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.07914659914283514
26,18,0,43.79467186,0.642857143,0.0009613,0.037394946,3,1,0,0,0.0,15,0.577,1,0.038,0,0,0,2,0.077,1,0.010030197524316279
26,20,0,76.19485294,1.0,0.5229071,0.057984666,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0.4765905027502844
20,13,0,100.0,1.0,0.0799628,0.066373782,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.07914659914283514
25,18,0,100.0,1.0,0.5229071,0.056881588,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.070931503,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
30,23,0,73.4089477,0.684210526,0.5229071,0.065977738,3,0,0,0,0.0,21,0.7,0,0.0,0,0,0,2,0.067,0,0.4765905027502844
22,15,0,100.0,1.0,0.0115013,0.063975194,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.007793185453861091
20,13,0,100.0,1.0,0.0326503,0.065221681,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.01704919715647108
23,16,0,100.0,1.0,0.5229071,0.047793915,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
36,27,0,54.30139134,0.739130435,0.5229071,0.045837177,3,1,0,0,0.0,18,0.5,6,0.167,0,0,0,4,0.111,1,0.4765905027502844
37,28,0,66.54644616,0.541666667,0.5229071,0.052531343,3,1,0,0,0.0,26,0.703,0,0.0,0,0,0,3,0.081,1,0.4765905027502844
22,15,0,100.0,1.0,0.0064109,0.067293621,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.0030154751618946592
34,27,0,100.0,1.0,0.5229071,0.059879377,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
20,13,0,100.0,1.0,0.5229071,0.079616651,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.4765905027502844
40,31,0,39.789282,0.464285714,0.0059772,0.050023189,2,2,0,0,0.0,22,0.55,4,0.1,0,0,0,6,0.15,1,0.02319135649332318
22,16,0,74.67948718,1.0,0.0384199,0.058034899,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.03032584240827395
19,13,0,67.16049383,1.0,0.0050842,0.054816399,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,0.005894077692327433
19,12,0,100.0,1.0,0.0180132,0.051929755,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.016292120413697528
27,20,0,69.16360294,1.0,0.5229071,0.066436654,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.064842815,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
34,27,0,100.0,0.7,0.0100856,0.055273352,2,3,0,0,0.0,19,0.559,0,0.0,0,0,0,3,0.088,1,0.01270776837728941
28,22,0,52.78738947,0.571428571,0.5229071,0.049052464,3,2,0,0,0.0,13,0.464,1,0.036,0,0,0,3,0.107,0,0.4765905027502844
19,12,0,100.0,1.0,0.0799628,0.063456378,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.07914659914283514
53,45,0,29.28395062,0.880952381,5.02e-05,0.03493957,2,1,0,0,0.0,26,0.491,16,0.302,0,0,0,4,0.075,0,0.0013986672027511398
31,25,0,57.47268604,0.764705882,0.0384199,0.063536557,3,2,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0,0.03032584240827395
33,26,0,100.0,1.0,0.5229071,0.056025435,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
25,19,0,82.0,0.909090909,0.0384199,0.061055651,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0.03032584240827395
20,13,0,100.0,0.666666667,0.0038776,0.03885599,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,0.0022070711823228995
21,14,0,100.0,1.0,0.0129268,0.072538766,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.01795597833990607
55,47,0,28.68380943,0.447368421,0.0004041,0.052232249,4,4,0,0,0.0,38,0.691,1,0.018,0,0,0,5,0.091,0,0.0017151851630067495
28,21,0,100.0,1.0,0.5229071,0.065168462,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.051635764,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
23,16,0,100.0,1.0,0.0059772,0.061930754,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.02319135649332318
21,15,0,63.27272727,1.0,3.7e-05,0.059796142,4,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,5.9881776264574794e-05
22,15,0,100.0,1.0,0.5229071,0.052250255,3,1,0,0,0.0,7,0.318,2,0.091,0,0,0,1,0.045,1,0.4765905027502844
21,14,0,100.0,1.0,0.0115013,0.06592526,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.007793185453861091
31,23,0,72.99936988,0.684210526,0.5229071,0.050974438,3,1,0,0,0.0,19,0.613,1,0.032,0,0,0,3,0.097,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.062082628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
30,23,0,100.0,1.0,0.0799628,0.061233727,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.07914659914283514
31,23,0,68.49401386,0.684210526,0.5229071,0.051345279,3,1,0,0,0.0,19,0.613,1,0.032,0,0,0,3,0.097,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.065503262,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
26,19,0,100.0,0.666666667,0.0326503,0.061617704,2,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,0.01704919715647108
22,16,0,76.38888889,1.0,0.5229071,0.064389168,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.4765905027502844
33,24,0,44.79166667,0.85,0.5229071,0.040767861,3,1,0,0,0.0,15,0.455,6,0.182,0,0,0,4,0.121,1,0.4765905027502844
26,19,0,100.0,0.75,0.0001217,0.056804133,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,0.00020103167745964397
24,17,0,100.0,1.0,0.5229071,0.064505717,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.063780228,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
52,43,0,33.17763902,0.358974359,0.0009613,0.039435961,3,2,0,0,0.0,29,0.558,9,0.173,0,0,0,6,0.115,1,0.010030197524316279
18,12,0,64.93055556,1.0,0.0002256,0.054659008,2,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,0.004752046673567329
25,18,0,100.0,0.818181818,0.028555,0.05273556,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.027271871818780637
17,11,0,85.71428571,1.0,0.0326503,0.030824991,2,1,0,0,0.0,3,0.176,2,0.118,0,0,0,1,0.059,0,0.01704919715647108
23,16,0,100.0,1.0,0.5229071,0.059069134,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
19,13,0,81.2345679,0.666666667,7.47e-05,0.060660567,2,2,0,0,0.0,6,0.316,0,0.0,0,0,0,2,0.105,0,0.0002138634866591957
90,19,0,23.59969324,0.6875,0.0059772,0.036760563,2,1,0,0,0.0,49,0.544,22,0.244,0,0,0,11,0.122,1,0.02319135649332318
23,16,0,100.0,1.0,0.0799628,0.053436396,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.07914659914283514
20,13,0,100.0,0.666666667,0.0230451,0.039849222,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,0.009478429728735553
20,7,0,57.3964497,1.0,0.0180132,0.036661401,2,0,0,0,0.0,9,0.45,1,0.05,0,0,0,2,0.1,1,0.016292120413697528
39,22,0,47.31889205,0.722222222,0.5229071,0.046813342,3,1,0,0,0.0,21,0.538,5,0.128,0,0,0,5,0.128,1,0.4765905027502844
29,23,0,40.22092268,0.933333333,0.0017496,0.038566096,3,1,0,0,0.0,16,0.552,1,0.034,0,0,0,1,0.034,0,0.006266200159114434
32,25,0,100.0,1.0,0.5229071,0.060290496,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
26,19,0,100.0,1.0,0.0326503,0.050729684,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.01704919715647108
22,15,0,100.0,0.625,0.028555,0.048114474,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.027271871818780637
47,38,0,35.36472761,0.735294118,0.001502,0.028184663,3,1,0,0,0.0,18,0.383,16,0.34,0,0,0,5,0.106,1,0.02636936790507883
25,18,0,100.0,0.6,0.5229071,0.063516962,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.4765905027502844
22,15,0,100.0,1.0,0.0016589,0.055767954,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.002138634866591957
27,20,0,100.0,1.0,0.5229071,0.066906889,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.059947185,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
32,25,0,100.0,0.611111111,0.0326503,0.051149418,2,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,0.01704919715647108
29,22,0,100.0,1.0,0.5229071,0.049894799,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.055002202,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
21,14,0,100.0,1.0,0.5229071,0.074493527,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
33,26,0,100.0,1.0,0.0015878,0.055122738,2,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.00198893042593052
31,24,0,100.0,1.0,0.5229071,0.067501156,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
95,31,0,15.72929172,0.391304348,0.0799628,0.039926586,3,2,0,0,0.0,50,0.526,25,0.263,0,1,0,7,0.084,1,0.07914659914283514
34,25,0,41.35437212,0.666666667,0.001502,0.030090011,3,1,0,0,0.0,13,0.382,9,0.265,0,0,0,4,0.118,1,0.02636936790507883
25,18,0,100.0,1.0,0.0799628,0.06094973,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.07914659914283514
30,23,0,100.0,1.0,0.5229071,0.065228912,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
23,16,0,100.0,1.0,0.0326503,0.060296666,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.01704919715647108
75,28,0,22.33401033,0.833333333,0.5229071,0.0450594,3,1,0,0,0.0,56,0.747,8,0.107,0,0,0,4,0.053,0,0.4765905027502844
31,24,0,100.0,0.705882353,0.0049832,0.064373978,2,1,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.002395271050582992
31,25,0,62.39950526,1.0,0.5229071,0.055206516,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,0.4765905027502844
26,19,0,100.0,0.583333333,0.0101825,0.063740936,2,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,0.006865017921760182
23,17,0,56.04395604,0.6,0.0001306,0.049247364,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,0.004255883384517994
