URLLength,DomainLength,IsDomainIP,TLDLegitimateProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,TLD_freq
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
17,11,0,0.0050842,2,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0.0058940776923274
33,24,0,0.5229071,3,1,0,0,0.0,16,0.485,5,0.152,0,0,0,4,0.121,0.4765905027502844
35,27,0,0.0129268,2,1,0,0,0.0,20,0.571,4,0.114,0,0,0,3,0.086,0.017955978339906
32,24,0,0.5229071,3,1,0,0,0.0,22,0.688,0,0.0,0,0,0,2,0.062,0.4765905027502844
39,23,0,3.98e-05,3,0,0,0,0.0,27,0.692,1,0.026,0,0,0,3,0.077,0.0006458677297107
34,27,0,0.028555,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,0.0272718718187806
234,78,0,0.5229071,3,3,0,0,0.0,163,0.697,33,0.141,3,1,1,25,0.128,0.4765905027502844
89,16,0,0.0002358,4,1,0,0,0.0,68,0.764,9,0.101,0,0,0,4,0.045,0.0010650401635627
24,17,0,0.0040185,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0030069206224282
38,31,0,0.5229071,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,0.4765905027502844
24,17,0,0.0326503,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.017049197156471
29,21,0,0.001502,3,1,0,0,0.0,14,0.483,3,0.103,0,0,0,4,0.138,0.0263693679050788
19,12,0,0.0799628,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0791465991428351
18,11,0,0.0082003,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0073825675594754
25,18,0,0.5229071,3,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.4765905027502844
30,23,0,0.0799628,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0791465991428351
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
51,43,0,0.5229071,3,1,0,0,0.0,35,0.686,3,0.059,0,0,0,5,0.098,0.4765905027502844
20,14,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,2,0.1,0.4765905027502844
18,12,0,0.5229071,3,1,0,0,0.0,5,0.278,1,0.056,0,0,0,1,0.056,0.4765905027502844
22,16,0,0.5229071,3,0,0,0,0.0,13,0.591,0,0.0,0,0,0,2,0.091,0.4765905027502844
38,30,0,0.5229071,3,1,0,0,0.0,28,0.737,0,0.0,0,0,0,3,0.079,0.4765905027502844
24,18,0,0.0384199,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0303258424082739
25,19,0,0.5229071,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.4765905027502844
51,24,0,0.5229071,3,0,0,0,0.0,38,0.745,0,0.0,0,0,0,5,0.098,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
29,23,0,0.0004041,4,2,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0.0017151851630067
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
82,74,0,0.0003306,4,2,0,0,0.0,64,0.78,7,0.085,0,0,0,4,0.049,0.006257645619648
24,17,0,0.0326503,2,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,0.017049197156471
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,11,0.44,1,0.04,0,0,0,1,0.04,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
25,18,0,0.0036375,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0.0042986560818498
50,41,0,0.0009613,3,2,0,0,0.0,28,0.56,8,0.16,0,0,0,6,0.12,0.0100301975243162
21,13,0,3.26e-05,3,0,0,0,0.0,12,0.571,0,0.0,0,0,0,2,0.095,2.99408881322874e-05
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
29,22,0,0.0799628,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0791465991428351
75,28,0,0.5229071,3,1,0,0,0.0,54,0.72,10,0.133,0,0,0,4,0.053,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
18,10,0,0.0002752,3,0,0,0,0.0,9,0.5,0,0.0,0,0,0,2,0.111,0.0099189885112534
35,28,0,0.0384199,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.0303258424082739
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
56,48,0,0.5229071,3,1,0,0,0.0,46,0.821,0,0.0,0,0,0,3,0.054,0.4765905027502844
58,13,0,0.0002548,4,0,0,0,0.0,42,0.724,0,0.0,0,0,0,8,0.138,0.0003293497694551
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
23,17,0,0.5229071,3,2,0,0,0.0,9,0.391,1,0.043,0,0,0,2,0.087,0.4765905027502844
43,35,0,0.5229071,3,1,0,0,0.0,33,0.767,0,0.0,0,0,0,2,0.047,0.4765905027502844
20,13,0,0.0059772,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0231913564933231
37,30,0,0.0002256,2,1,0,0,0.0,28,0.757,0,0.0,0,0,0,2,0.054,0.0047520466735673
27,20,0,0.0799628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0791465991428351
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
49,41,0,0.0059772,2,1,0,0,0.0,35,0.714,2,0.041,0,0,0,4,0.082,0.0231913564933231
44,38,0,0.0017656,4,2,0,0,0.0,17,0.386,12,0.273,0,0,0,4,0.091,0.006304695586713
32,23,0,0.5229071,3,1,0,0,0.0,18,0.562,2,0.062,0,0,0,4,0.125,0.4765905027502844
37,28,0,0.001502,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,0.0263693679050788
49,10,0,0.0017218,2,1,0,0,0.0,26,0.531,5,0.102,0,0,0,7,0.143,0.002117248517926
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
101,16,0,0.0002358,4,1,0,0,0.0,73,0.723,13,0.129,0,0,0,7,0.069,0.0010650401635627
69,36,1,0.0384199,3,5,0,0,0.0,41,0.594,11,0.159,0,0,0,9,0.13,0.0303258424082739
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
277,27,0,0.5229071,3,4,0,0,0.0,224,0.809,35,0.126,0,0,0,10,0.036,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
26,19,0,0.0016589,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0021386348665919
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
58,50,0,0.5229071,3,1,0,0,0.0,43,0.741,0,0.0,0,0,0,7,0.121,0.4765905027502844
29,20,0,0.5229071,3,1,0,0,0.0,18,0.621,0,0.0,0,0,0,3,0.103,0.4765905027502844
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,16,0.5,6,0.188,0,0,0,3,0.094,0.4765905027502844
37,30,0,0.5229071,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,0.4765905027502844
24,18,0,0.0384199,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0303258424082739
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
28,21,0,0.0180132,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0162921204136975
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
25,18,0,0.0384199,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0303258424082739
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
30,14,0,0.5229071,3,0,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,0.4765905027502844
28,22,0,0.0384199,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.0303258424082739
28,21,0,0.0799628,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
20,13,0,0.000402,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0003336270391883
22,16,0,1.12e-05,3,1,0,0,0.0,7,0.318,3,0.136,0,0,0,1,0.045,0.0004576678614506
40,33,0,0.028555,2,2,0,0,0.0,26,0.65,0,0.0,0,0,0,2,0.05,0.0272718718187806
35,28,0,0.5229071,3,1,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,0.4765905027502844
19,12,0,0.0022172,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0011933582555583
51,43,0,0.0059772,2,2,0,0,0.0,40,0.784,0,0.0,0,0,0,3,0.059,0.0231913564933231
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
23,16,0,0.0384199,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0303258424082739
20,14,0,9.67e-05,2,1,0,0,0.0,11,0.55,0,0.0,0,0,0,2,0.1,0.0001924771379932
17,11,0,0.0059772,2,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0.0231913564933231
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
54,45,0,0.0384199,3,4,0,0,0.0,37,0.685,3,0.056,0,0,0,6,0.111,0.0303258424082739
19,12,0,0.0082003,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0073825675594754
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
167,15,0,0.5229071,3,1,0,0,0.0,122,0.731,18,0.108,3,1,0,15,0.114,0.4765905027502844
39,33,0,0.0002949,4,1,0,0,0.0,26,0.667,0,0.0,0,0,0,2,0.051,0.0001796453287937
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
37,30,0,0.5229071,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,0.4765905027502844
38,30,0,0.5229071,3,1,0,0,0.0,23,0.605,4,0.105,0,0,0,4,0.105,0.4765905027502844
29,21,0,0.5229071,3,0,0,0,0.0,20,0.69,0,0.0,0,0,0,2,0.069,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
25,19,0,0.5229071,3,2,0,0,0.0,9,0.36,3,0.12,0,0,0,2,0.08,0.4765905027502844
28,21,0,0.0069695,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0057272641727332
47,12,0,0.5229071,3,0,0,0,0.0,32,0.681,0,0.0,0,0,0,7,0.149,0.4765905027502844
23,16,0,0.0013543,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.001210467334491
39,17,0,0.5229071,3,0,0,0,0.0,17,0.436,12,0.308,0,0,0,2,0.051,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
23,17,0,0.001502,3,2,0,0,0.0,8,0.348,2,0.087,0,0,0,2,0.087,0.0263693679050788
23,16,0,0.0799628,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0791465991428351
34,27,0,0.0799628,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.0791465991428351
22,15,0,0.0101825,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0068650179217601
27,20,0,0.028555,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0272718718187806
18,11,0,0.5229071,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
27,20,0,0.001523,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0023311120045852
46,38,0,0.001502,3,1,0,0,0.0,24,0.522,8,0.174,0,0,0,6,0.13,0.0263693679050788
39,32,0,0.0141483,2,1,0,0,0.0,24,0.615,0,0.0,0,0,0,3,0.077,0.0079428898945225
40,33,0,0.0799628,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,0.0791465991428351
24,17,0,0.0799628,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0791465991428351
25,14,0,0.5229071,3,0,0,0,0.0,15,0.6,0,0.0,0,0,0,2,0.08,0.4765905027502844
29,23,0,0.5229071,3,1,0,0,0.0,16,0.552,1,0.034,0,0,0,1,0.034,0.4765905027502844
23,17,0,0.028555,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0.0272718718187806
33,26,0,0.0002818,7,1,0,0,0.0,20,0.606,0,0.0,0,0,0,2,0.061,0.0005474905258475
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
21,14,0,0.0230451,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,0.0094784297287355
48,40,0,0.0002752,3,3,0,0,0.0,31,0.646,0,0.0,0,0,0,6,0.125,0.0099189885112534
39,32,0,0.0040185,2,1,0,0,0.0,26,0.667,0,0.0,0,0,0,1,0.026,0.0030069206224282
94,25,0,5.27e-05,5,1,0,0,0.0,74,0.787,0,0.0,0,0,0,12,0.128,0.0002994088813228
73,13,0,0.0129268,2,1,0,0,0.0,57,0.781,4,0.055,0,0,0,4,0.055,0.017955978339906
32,25,0,0.0100856,2,3,0,0,0.0,17,0.531,0,0.0,0,0,0,3,0.094,0.0127077683772894
26,20,0,0.0006227,4,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.002211348452056
27,20,0,0.0069695,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0057272641727332
41,33,0,0.0384199,3,1,0,0,0.0,29,0.707,1,0.024,0,0,0,4,0.098,0.0303258424082739
33,26,0,0.0001777,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,0.0001839225985269
59,53,0,0.0003306,4,4,0,0,0.0,37,0.627,4,0.068,0,0,0,7,0.119,0.006257645619648
38,30,0,0.5229071,3,1,0,0,0.0,27,0.711,0,0.0,0,0,0,3,0.079,0.4765905027502844
22,15,0,0.0115013,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.007793185453861
26,19,0,0.0017496,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.0062662001591144
24,18,0,0.0002235,7,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0002352498353251
29,22,0,0.0799628,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0791465991428351
28,21,0,0.028555,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0272718718187806
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,12,0.462,1,0.038,0,0,0,1,0.038,0.4765905027502844
23,14,0,0.0033218,2,0,0,0,0.0,13,0.565,0,0.0,0,0,0,2,0.087,0.0042430515753184
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
19,12,0,0.0064109,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0030154751618946
33,26,0,0.5229071,3,1,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
103,29,0,0.5229071,3,0,0,0,0.0,73,0.709,11,0.107,3,1,0,7,0.107,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
95,33,0,0.0069695,2,1,0,0,0.0,52,0.547,25,0.263,0,1,0,9,0.105,0.0057272641727332
29,22,0,0.0799628,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0791465991428351
38,31,0,0.5229071,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,0.4765905027502844
31,24,0,0.0799628,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.0791465991428351
29,22,0,0.5229071,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
24,17,0,0.0022172,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0011933582555583
36,29,0,0.028555,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,0.0272718718187806
25,19,0,0.0002256,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0.0047520466735673
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
23,17,0,1.07e-05,5,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,8.554539466367827e-06
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
38,20,0,0.5229071,3,0,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,0.4765905027502844
27,21,0,0.0003718,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0.001325953617287
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
32,23,0,0.001502,3,1,0,0,0.0,21,0.656,0,0.0,0,0,0,3,0.094,0.0263693679050788
37,31,0,0.0799628,3,3,0,0,0.0,22,0.595,0,0.0,0,0,0,4,0.108,0.0791465991428351
22,15,0,0.5229071,3,1,0,0,0.0,8,0.364,1,0.045,0,0,0,1,0.045,0.4765905027502844
102,42,0,0.0129268,2,1,0,0,0.0,64,0.627,21,0.206,0,0,0,9,0.088,0.017955978339906
36,28,0,0.001502,3,1,0,0,0.0,26,0.722,0,0.0,0,0,0,2,0.056,0.0263693679050788
48,18,0,0.5229071,3,0,0,0,0.0,22,0.458,14,0.292,1,1,0,2,0.083,0.4765905027502844
44,18,0,0.5229071,3,0,0,0,0.0,31,0.705,0,0.0,0,0,0,5,0.114,0.4765905027502844
29,22,0,0.0002984,3,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0012831809199551
40,32,0,0.5229071,3,1,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,0.4765905027502844
25,18,0,0.0115013,3,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.007793185453861
23,16,0,0.0230451,2,1,0,0,0.0,13,0.565,0,0.0,0,0,0,3,0.13,0.0094784297287355
24,17,0,0.0384199,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0303258424082739
267,52,0,0.0002752,3,3,0,0,0.0,188,0.704,23,0.086,5,2,0,38,0.169,0.0099189885112534
27,20,0,0.0033189,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.002976979734296
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
82,16,0,0.5229071,3,1,0,0,0.0,36,0.439,32,0.39,0,0,0,7,0.085,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
45,37,0,0.0129268,2,1,0,0,0.0,34,0.756,0,0.0,0,0,0,3,0.067,0.017955978339906
37,28,0,0.5229071,3,1,0,0,0.0,26,0.703,0,0.0,0,0,0,3,0.081,0.4765905027502844
26,18,0,0.0009613,3,1,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,0.0100301975243162
32,25,0,0.0799628,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0791465991428351
69,32,0,0.0036375,2,1,0,0,0.0,52,0.754,0,0.0,0,0,0,9,0.13,0.0042986560818498
28,21,0,0.0384199,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0303258424082739
38,30,0,0.001502,3,1,0,0,0.0,27,0.711,0,0.0,0,0,0,3,0.079,0.0263693679050788
23,16,0,0.0100856,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0127077683772894
30,23,0,0.0799628,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0791465991428351
21,15,0,5.3e-05,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.0021086939784596
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
25,18,0,0.0009815,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0008468994071704
53,34,0,0.0023239,2,2,0,0,0.0,37,0.698,1,0.019,0,0,0,8,0.151,0.001488489867148
22,15,0,0.5229071,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.4765905027502844
24,17,0,0.028555,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0272718718187806
22,15,0,0.0038776,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0022070711823228
25,18,0,0.5229071,3,1,0,0,0.0,11,0.44,1,0.04,0,0,0,1,0.04,0.4765905027502844
26,20,0,0.0180132,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0.0162921204136975
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.4765905027502844
29,22,0,0.0017975,3,2,0,0,0.0,11,0.379,4,0.138,0,0,0,3,0.103,0.0018349487155358
32,25,0,0.5229071,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0.4765905027502844
56,47,0,0.0059772,2,2,0,0,0.0,17,0.304,23,0.411,0,0,0,8,0.143,0.0231913564933231
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
15,9,0,6e-06,2,1,0,0,0.0,3,0.2,0,0.0,0,0,0,1,0.067,0.0003379043089215
71,11,0,0.5229071,3,0,0,0,0.0,53,0.746,6,0.085,0,0,0,4,0.056,0.4765905027502844
23,16,0,0.0230451,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,0.0094784297287355
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
24,18,0,0.0001306,2,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0042558833845179
21,14,0,0.5229071,3,1,0,0,0.0,6,0.286,2,0.095,0,0,0,1,0.048,0.4765905027502844
43,19,0,0.0129268,2,1,0,0,0.0,25,0.581,4,0.093,0,0,0,6,0.14,0.017955978339906
24,17,0,0.5229071,3,1,0,0,0.0,15,0.625,0,0.0,0,0,0,2,0.083,0.4765905027502844
35,28,0,0.5229071,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.4765905027502844
21,15,0,0.0045585,2,1,0,0,0.0,6,0.286,3,0.143,0,0,0,1,0.048,0.0047349375946345
25,19,0,0.5229071,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.4765905027502844
27,20,0,0.0004547,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0006929176967757
22,16,0,0.0799628,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0791465991428351
27,20,0,0.0064109,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0030154751618946
27,21,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
30,23,0,0.0384199,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0303258424082739
30,24,0,0.0002256,2,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0.0047520466735673
35,16,0,0.5229071,3,1,0,0,0.0,23,0.657,0,0.0,0,0,0,4,0.114,0.4765905027502844
